-118.63189,33.491932,133.01595
0.0,-1.0,0.0
1.0,0.0,0.0
-110.499176,33.491932,133.01595
0.0,-1.0,0.0
1.0,0.0,0.0
-105.836006,33.491932,124.062935
0.0,-1.0,0.0
1.0,0.0,0.0
-97.288536,30.288498,76.80832
0.0,-1.0,0.0
1.0,0.0,0.0
-103.16135,24.419172,63.860176
0.0,-1.0,0.0
1.0,0.0,0.0
-103.16135,24.419172,39.301033
0.0,-1.0,0.0
1.0,0.0,0.0
-97.420425,24.419172,22.615385
0.0,-1.0,0.0
1.0,0.0,0.0
-111.571,24.419172,46.63849
0.0,-1.0,0.0
1.0,0.0,0.0
-111.571,24.419172,64.25416
0.0,-1.0,0.0
1.0,0.0,0.0
-122.91333,24.419172,71.724106
0.0,-1.0,0.0
1.0,0.0,0.0
-104.75726,24.419172,71.724106
0.0,-1.0,0.0
1.0,0.0,0.0
-104.72436,25.161768,69.864204
0.0072540026,-0.9287307,-0.37068415
0.01642799,0.37075412,-0.9285858
-95.958084,23.243853,69.27638
-0.633536,-0.76966596,0.079035364
-0.7734346,0.63273674,-0.037989914
-91.048805,20.63396,82.52028
-0.4417677,-0.8959218,-0.046532605
-0.8966619,0.44261768,-0.009343214
-98.22965,15.99281,82.7771
0.04112215,-0.7036075,0.709398
0.025096776,0.71050215,0.70324737
-113.48362,14.612346,97.82851
0.87136227,-0.4905425,-0.009796396
0.49062347,0.8713231,0.009204692
-71.67244,132.92757,73.75197
0.0,-1.0,0.0
1.0,0.0,0.0
-35.891754,59.33134,73.75197
0.0,-1.0,0.0
1.0,0.0,0.0
-32.1569,59.33134,73.75197
0.0,-1.0,0.0
1.0,0.0,0.0
-32.1569,59.33134,112.19236
0.0,-1.0,0.0
1.0,0.0,0.0
-32.1569,59.33134,42.785267
0.0,-1.0,0.0
1.0,0.0,0.0
-98.08265,59.33134,35.310963
0.0,-1.0,0.0
1.0,0.0,0.0
-121.58162,59.33134,53.470306
0.0,-1.0,0.0
1.0,0.0,0.0
-108.81264,57.59687,112.72852
0.0,-1.0,0.0
1.0,0.0,0.0
