annie_leibovitz,isa,artist
augusto_pinochet's_arrest_and_trial,isa,criminal
dennis_r_rader,dbpedia/influencedby,bell_hook
democracy,isa,society
jean_binta_breeze,isa,artist
heraclitus,isa,person_type
karl_robert_eduard_von_hartmann,dbpedia/maininterest,ethic
urmuz,dbpedia/influencedby,mihai_eminescu
constantine_p_cavafy,isa,artist
simon_critchley,dbpedia/influencedby,edmund_husserl
cordwainer_smith,isa,artist
ryan_david_jahn,dbpedia/influencedby,raymond_carver
william_styron,isa,novel
terence_mc_kenna,dbpedia/influencedby,alfred_north_whitehead
commit_murder,usedfor,criminal
haruki_murakami,dbpedia/influencedby,franz_kafka
sheridan_le_fanu,dbpedia/influencedby,ann_radcliffe
jonathan_lethem,dbpedia/influencedby,philip_roth
william_styron,dbpedia/influencedby,f_scott_fitzgerald
susan_sontag,dbpedia/influencedby,donald_barthelme
syed_manzoor_ul_hassan_hashmi,dbpedia/influencedby,friedrich_nietzsche
elfriede_jelinek,isa,artist
plato,isa,crater
istv?n_c_bartos,dbpedia/influencedby,martin_heidegger
person_commit_crime,isa,criminal
benjamin_waterhouse_hawkins,isa,artist
richard_yates,dbpedia/influencedby,jam_joyce
stephen_baxter,dbpedia/influencedby,h_g_well
judge,isa,job
joseph_elli,isa,artist
epistemology,isa,philosophy
tj_norris,isa,artist
paint,atlocation,gallery_open
joan_d_vinge,isa,artist
sarah_water,isa,artist
ian_mc_ewan,dbpedia/influencedby,john_updike
mary_surratt,isa,criminal
jean_jacques_rousseau,dbpedia/influencedby,michel_de_montaigne
eric_voegelin,dbpedia/influencedby,plato
william_wordsworth,isa,artist
jack_kerouac,dbpedia/influencedby,ernest_hemingway
julius_evola,dbpedia/influencedby,fyodor_dostoyevsky
dean_koontz,dbpedia/influencedby,ray_bradbury
anthony_ludovici,isa,artist
frank_abbandando,isa,criminal
jaishankar_prasad,isa,novel
william_carlos_williams,dbpedia/influencedby,john_keats
d_gordon,dbpedia/influencedby,arthur_schopenhauer
vladimir_bartol,dbpedia/influencedby,friedrich_nietzsche
robert_w_chamber,dbpedia/influencedby,ambrose_bierce
paco_ahlgren,dbpedia/influencedby,douglas_hofstadter
platonic,derivedfrom,plato
daniel_pinchbeck,dbpedia/influencedby,rudolf_steiner
alice_munro,dbpedia/influencedby,ivan_turgenev
ren?_marqu?s,isa,artist
yassin_m_aref,isa,criminal
jamie_wyeth,dbpedia/field,paint
dermot_healy,dbpedia/influencedby,seamus_heaney
dragotin_kette,dbpedia/influencedby,france_pre?eren
ion_dragoumis,dbpedia/influencedby,epicurus
jules_bastien_lepage,isa,artist
murder_of_sian_kingi_valmae_faye_beck,isa,criminal
theodor_storm,isa,artist
frederic_edwin_church,isa,artist
edmund_husserl,dbpedia/maininterest,mathematics
frantz_fanon,dbpedia/influencedby,karl_marx
john_updike,isa,literary_criticism
artist,capableof,letter_sign
vincenzo_puccio,isa,hitman
theophrastus,isa,crater
zaki_al_arsuzi,dbpedia/maininterest,sociology
irv_rubin,isa,jewish_defense_league
harry_warner_jr,isa,historian
mariano_fortuny,isa,artist
kurt_vonnegut,dbpedia/influencedby,mark_twain
augustus_le_plongeon,dbpedia/influencedby,charles_?tienne_brasseur_de_bourbourg
john_frederick_kensett,isa,artist
someone_who_kill,isa,criminal
enrique_laguerre,isa,artist
valentin_kataev,isa,novel
herbert_read,dbpedia/influencedby,t_s_eliot
charles_taylor,dbpedia/influencedby,?mile_durkheim
william_h_gas,dbpedia/influencedby,ludwig_wittgenstein
lytton_strachey,isa,artist
simone_de_beauvoir,dbpedia/influencedby,immanuel_kant
ruth_rendell,dbpedia/influencedby,sheridan_le_fanu
religion,atlocation,band
thomas_capano,isa,criminal
drago_jan??ar,dbpedia/influencedby,t_s_eliot
jack_kerouac,dbpedia/influencedby,jack_london
porphyry,dbpedia/influencedby,plotinus
joaquim_maria_machado_de_assis,dbpedia/influencedby,miguel_de_cervantes
neil_gaiman,isa,artist
george_palante,dbpedia/influencedby,arthur_schopenhauer
philip_jos?_farmer,dbpedia/influencedby,mark_twain
criminal_law,derivedfrom,crime
raymond_chandler,isa,artist
mikalojus_konstantinas_??iurlionis,dbpedia/field,paint
parmigianino,dbpedia/field,paint
gabriele_d_annunzio,isa,artist
eduardo_restrepo_victoria,isa,criminal
johnny_madison_williams_jr,isa,criminal
carlos_lehder,isa,criminal
william_h_quillian,isa,artist
frederic_tuten,isa,short_story
hunter_s_thompson,dbpedia/influencedby,federico_garc?a_lorca
joseph_e_duncan_iii,isa,murderer
tom_stoppard,dbpedia/influencedby,jam_joyce
stephen_king,dbpedia/influencedby,daphne_du_maurier
john_darwin_disappearance_case,isa,criminal
roberto_bola?o,dbpedia/influencedby,franz_kafka
criminal_negligence,derivedfrom,criminal
andrew_luke,isa,artist
taboo,isa,musical_performer
guy_de_maupassant,dbpedia/influencedby,?mile_zola
lawrence_ferlinghetti,dbpedia/influencedby,allen_ginsberg
jonathan_aitken_jonathan_aitken,isa,criminal
john_do_passos,dbpedia/influencedby,arthur_rimbaud
william_golding,dbpedia/influencedby,jules_verne
neal_shusterman,isa,novel
william_styron,isa,artist
arman,isa,artist
wayne_thiebaud,dbpedia/field,paint
flannery_o_connor,dbpedia/influencedby,william_faulkner
julian_knight,isa,criminal
african_spir,dbpedia/influencedby,rené_descartes
ben_jonson,isa,artist
plotinus,dbpedia/influencedby,indian_philosophy
paul_c?zanne,dbpedia/influencedby,charles_fran?ois_daubigny
george_orwell,dbpedia/influencedby,henry_field
classicist,isa,artist
george_mac_donald,dbpedia/influencedby,william_wordsworth
andrea_del_verrocchio,dbpedia/field,paint
hugh_loft,isa,artist
christopher_wright,isa,criminal
bret_easton_elli,dbpedia/influencedby,jam_joyce
erich_auerbach,dbpedia/influencedby,georg_wilhelm_friedrich_hegel
miho_mosulishvili,dbpedia/influencedby,william_shakespeare
fran?ois_ren?_de_chateaubriand,dbpedia/influencedby,giambattista_vico
democritus,isa,famous_person
jorge_luis_borges,dbpedia/influencedby,l?on_bloy
ren?_gu?non,dbpedia/influencedby,joseph_de_maistre
arcesilaus,dbpedia/maininterest,platonism
thomas_j_capano,isa,criminal
henry_de_montherlant,isa,artist
thomas_wintour,isa,criminal
mary_gaitskill,isa,artist
narc?s_oller,dbpedia/influencedby,leo_tolstoy
juliusz_s?owacki,dbpedia/influencedby,william_shakespeare
john_ridgway,isa,artist
john_latham,isa,artist
naoko_takeuchi,dbpedia/influencedby,robert_mapplethorpe
john_do_passos,dbpedia/influencedby,walt_whitman
sophie_taeuber_arp,dbpedia/field,paint
richard_cumberland,isa,artist
karel_dujardin,isa,artist
amy_alkon,isa,artist
william_t_vollmann,isa,short_story
